uid,month,loan_sum
620,2016-11,5.292153929
622,2016-11,5.657311097
623,2016-11,5.97467729
625,2016-11,5.266794974
627,2016-11,5.885770109
630,2016-11,5.292153929
641,2016-11,6.584074882
643,2016-11,6.362466936
646,2016-11,5.153538105
647,2016-11,5.97467729
651,2016-11,6.153413856
659,2016-11,4.071302059
660,2016-11,6.274409657
661,2016-11,6.266691431
666,2016-11,3.862594545
668,2016-11,4.292650699
671,2016-11,4.974842946
676,2016-11,3.862594545
681,2016-11,6.212630577
683,2016-11,4.723016822
691,2016-11,5.501180385
693,2016-11,5.814978328
696,2016-11,5.45514134
706,2016-11,4.931990053
711,2016-11,6.722718659
721,2016-11,5.722768363
723,2016-11,5.716524366
738,2016-11,5.931812567
739,2016-11,4.974842946
741,2016-11,6.292054527
745,2016-11,5.836040761
746,2016-11,5.722768363
754,2016-11,4.154158974
755,2016-11,6.292054527
758,2016-11,6.121545176
760,2016-11,5.552270782
764,2016-11,4.723016822
765,2016-11,4.723016822
769,2016-11,6.405333138
770,2016-11,4.974842946
774,2016-11,6.722718659
781,2016-11,5.58413701
782,2016-11,5.722768363
786,2016-11,6.781937074
796,2016-11,5.292153929
798,2016-11,5.758969354
804,2016-11,5.292153929
806,2016-11,6.014774739
814,2016-11,6.425705932
815,2016-11,6.153413856
818,2016-11,5.629066946
819,2016-11,4.071302059
825,2016-11,5.153538105
830,2016-11,6.240248782
832,2016-11,6.264097236
836,2016-11,4.974842946
840,2016-11,4.292650699
842,2016-11,5.793176777
850,2016-11,3.862594545
857,2016-11,5.292153929
873,2016-11,6.722718659
874,2016-11,3.862594545
882,2016-11,4.8616016
893,2016-11,5.722768363
894,2016-11,5.97467729
898,2016-11,4.723016822
900,2016-11,6.895217943
912,2016-11,6.189616606
916,2016-11,5.153538105
920,2016-11,6.783065727
930,2016-11,6.212630577
939,2016-11,5.501180385
950,2016-11,5.501180385
951,2016-11,5.722768363
955,2016-11,5.153538105
957,2016-11,6.629009152
960,2016-11,5.722768363
964,2016-11,5.931812567
974,2016-11,6.405333138
981,2016-11,3.975670565
994,2016-11,5.292153929
995,2016-11,3.862594545
997,2016-11,6.405333138
1000,2016-11,6.421684463
1004,2016-11,6.153413856
1008,2016-11,6.153413856
1011,2016-11,5.836040761
1017,2016-11,5.722768363
1022,2016-11,5.351362178
1023,2016-11,6.292054527
1028,2016-11,5.394974879
1032,2016-11,4.8616016
1044,2016-11,5.781982259
1048,2016-11,4.292650699
1050,2016-11,5.690901317
1053,2016-11,5.405415974
1062,2016-11,5.58413701
1063,2016-11,4.544373396
1071,2016-11,5.97467729
1075,2016-11,5.97467729
1076,2016-11,4.544373396
1098,2016-11,5.722768363
1111,2016-11,6.014774739
1112,2016-11,6.292054527
1113,2016-11,4.723016822
1132,2016-11,5.781982259
1139,2016-11,6.014774739
1148,2016-11,5.657311097
1149,2016-11,5.292153929
1153,2016-11,5.292153929
1154,2016-11,5.405415974
1158,2016-11,5.153538105
1160,2016-11,6.405333138
1166,2016-11,6.629009151
1171,2016-11,3.862594545
1175,2016-11,6.425705932
1176,2016-11,5.995049416
1181,2016-11,5.292153929
1188,2016-11,4.723016822
1192,2016-11,5.292153929
1195,2016-11,5.362555688
1205,2016-11,5.153538105
1209,2016-11,5.292153929
1216,2016-11,6.006959593
1217,2016-11,5.351362178
1224,2016-11,6.722718659
1229,2016-11,5.153538105
1230,2016-11,5.292153929
1231,2016-11,6.643293014
1232,2016-11,4.723016822
1237,2016-11,5.931812567
1238,2016-11,6.153413856
1241,2016-11,4.723016822
1244,2016-11,5.722768363
1258,2016-11,6.629009151
1259,2016-11,3.862594545
1270,2016-11,5.405415974
1285,2016-11,5.97467729
1290,2016-11,6.070450575
1308,2016-11,4.723016822
1313,2016-11,6.121545176
1314,2016-11,4.974842946
1325,2016-11,4.723016822
1327,2016-11,6.405333138
1328,2016-11,5.753080438
1332,2016-11,3.975670565
1333,2016-11,6.405333138
1337,2016-11,6.153413856
1341,2016-11,4.292650699
1348,2016-11,5.292153929
1351,2016-11,5.657311097
1355,2016-11,5.405415974
1357,2016-11,4.723016822
1358,2016-11,6.292054527
1369,2016-11,6.121545176
1373,2016-11,4.292650699
1377,2016-11,5.384355326
1379,2016-11,6.464550799
1381,2016-11,6.070450575
1385,2016-11,5.97467729
1387,2016-11,5.58413701
1396,2016-11,5.922872985
1400,2016-11,4.974842946
1402,2016-11,6.153413856
1404,2016-11,4.8616016
1418,2016-11,4.974842946
1421,2016-11,4.544373396
1429,2016-11,5.153538105
1431,2016-11,5.722768363
1435,2016-11,4.40582999
1446,2016-11,4.292650699
1447,2016-11,5.722768363
1451,2016-11,5.07059257
1452,2016-11,4.974842946
1458,2016-11,5.781982259
1459,2016-11,6.18372741
1467,2016-11,5.226703564
1475,2016-11,5.292153929
1477,2016-11,6.087953139
1478,2016-11,5.07059257
1479,2016-11,6.83599934
1480,2016-11,5.153538105
1482,2016-11,5.198462624
1484,2016-11,5.54404215
1497,2016-11,6.405333138
1518,2016-11,4.622092928
1524,2016-11,5.657311097
1529,2016-11,5.501180385
1533,2016-11,4.974842946
1539,2016-11,5.97467729
1547,2016-11,6.384269633
1562,2016-11,5.584137011
1563,2016-11,6.282033183
1575,2016-11,5.153538105
1579,2016-11,6.568344441
1585,2016-11,6.722718659
1593,2016-11,5.316518349
1594,2016-11,5.292153929
1595,2016-11,5.183845743
1598,2016-11,6.104976146
1608,2016-11,6.584074882
1609,2016-11,4.974842946
1612,2016-11,5.292153929
1614,2016-11,5.351362178
1628,2016-11,5.292153929
1631,2016-11,5.58413701
1633,2016-11,5.292153929
1641,2016-11,4.292650699
1645,2016-11,3.975670565
1653,2016-11,5.45514134
1655,2016-11,6.706350558
1656,2016-11,6.153413856
1662,2016-11,5.65036951
1665,2016-11,5.45514134
1673,2016-11,5.292153929
1678,2016-11,5.722768363
1679,2016-11,5.153538105
1686,2016-11,4.292650699
1695,2016-11,6.140861843
1698,2016-11,5.722768363
1712,2016-11,5.292153929
1715,2016-11,5.292153929
1724,2016-11,5.501180385
1725,2016-11,5.292153929
1731,2016-11,4.723016822
1732,2016-11,6.033893069
1735,2016-11,5.614448346
1741,2016-11,6.501109382
1742,2016-11,6.014774739
1746,2016-11,5.781982259
1753,2016-11,5.722768363
1754,2016-11,5.153538105
1759,2016-11,4.292650699
1771,2016-11,5.722768363
1775,2016-11,6.527182475
1777,2016-11,5.722768363
1779,2016-11,6.05244065
1783,2016-11,5.07059257
1786,2016-11,5.226703564
1789,2016-11,4.292650699
1804,2016-11,4.974842946
1807,2016-11,5.405415974
1808,2016-11,5.918354494
1810,2016-11,5.405415974
1816,2016-11,5.722768363
1819,2016-11,6.33525183
1822,2016-11,4.974842946
1824,2016-11,4.292650699
1833,2016-11,5.07059257
1835,2016-11,5.292153929
1842,2016-11,6.31642277
1845,2016-11,6.183727411
1848,2016-11,5.856412553
1850,2016-11,4.753317069
1852,2016-11,5.292153929
1855,2016-11,6.153413856
1856,2016-11,5.501180385
1857,2016-11,4.455523524
1859,2016-11,6.33987127
1864,2016-11,7.073962511
1867,2016-11,5.931812567
1868,2016-11,5.08809119
1869,2016-11,6.153413856
1873,2016-11,5.405415974
1877,2016-11,5.58413701
1889,2016-11,5.292153929
1892,2016-11,5.535703078
1906,2016-11,6.087953139
1908,2016-11,5.931812567
1909,2016-11,5.809599236
1925,2016-11,5.54404215
1926,2016-11,4.544373396
1928,2016-11,6.121545176
1930,2016-11,6.405333138
1940,2016-11,4.723016822
1941,2016-11,4.974842946
1943,2016-11,6.153413856
1945,2016-11,5.292153929
1947,2016-11,3.862594545
1949,2016-11,5.54404215
1954,2016-11,4.071302059
1962,2016-11,6.33987127
1964,2016-11,6.535635912
1968,2016-11,6.153413856
1975,2016-11,5.292153929
1985,2016-11,4.809815297
1988,2016-11,5.212743531
1989,2016-11,6.643293014
1999,2016-11,5.97467729
2003,2016-11,5.861402821
2004,2016-11,6.464550799
2009,2016-11,5.501180385
2015,2016-11,5.809599236
2017,2016-11,4.544373396
2020,2016-11,5.657311097
2023,2016-11,5.931812567
2025,2016-11,6.292054527
2027,2016-11,4.974842946
2029,2016-11,5.722768363
2035,2016-11,5.07059257
2036,2016-11,4.40582999
2039,2016-11,5.885770109
2048,2016-11,6.382123471
2056,2016-11,5.405415974
2062,2016-11,5.405415974
2065,2016-11,5.153538105
2066,2016-11,4.723016822
2067,2016-11,6.05244065
2068,2016-11,5.292153929
2070,2016-11,5.292153929
2073,2016-11,6.087953139
2077,2016-11,5.501180385
2079,2016-11,5.153538105
2080,2016-11,6.568344441
2089,2016-11,4.723016822
2092,2016-11,4.544373396
2095,2016-11,5.836040761
2096,2016-11,5.45514134
2099,2016-11,5.722768363
2101,2016-11,6.643293014
2117,2016-11,5.266794974
2122,2016-11,5.405415974
2125,2016-11,4.723016822
2132,2016-11,5.970521466
2134,2016-11,4.723016822
2135,2016-11,6.722718659
2144,2016-11,6.183727411
2148,2016-11,4.909401781
2154,2016-11,4.292650699
2158,2016-11,5.7986993
2161,2016-11,5.722768363
2163,2016-11,5.51868147
2180,2016-11,3.862594545
2186,2016-11,4.544373396
2188,2016-11,6.33987127
2190,2016-11,5.722768363
2191,2016-11,5.226703564
2196,2016-11,4.154158974
2199,2016-11,5.45514134
2201,2016-11,5.292153929
2208,2016-11,5.931812567
2209,2016-11,5.304455557
2213,2016-11,4.8616016
2214,2016-11,4.974842946
2215,2016-11,5.931812567
2220,2016-11,6.153413856
2222,2016-11,6.501109381
2223,2016-11,5.722768363
2228,2016-11,5.121675962
2248,2016-11,5.07059257
2251,2016-11,5.846310145
2254,2016-11,6.153413856
2264,2016-11,6.153413856
2270,2016-11,5.153538105
2278,2016-11,3.975670565
2279,2016-11,5.591854597
2280,2016-11,4.723016822
2289,2016-11,5.58413701
2297,2016-11,5.292153929
2299,2016-11,4.8616016
2302,2016-11,4.782208137
2303,2016-11,5.501180385
2308,2016-11,5.931812567
2309,2016-11,5.464626106
2314,2016-11,3.975670565
2321,2016-11,4.809815297
2324,2016-11,5.292153929
2325,2016-11,5.781982259
2331,2016-11,6.425705932
2334,2016-11,5.501180385
2337,2016-11,4.292650699
2343,2016-11,3.975670565
2349,2016-11,6.629009152
2355,2016-11,3.862594545
2364,2016-11,6.793132399
2368,2016-11,4.723016822
2375,2016-11,5.836040761
2378,2016-11,5.931812567
2383,2016-11,5.292153929
2384,2016-11,5.722768363
2402,2016-11,6.014774739
2417,2016-11,6.362466936
2419,2016-11,5.657311097
2428,2016-11,5.931812567
2441,2016-11,5.292153929
2445,2016-11,5.690901317
2446,2016-11,5.931812567
2450,2016-11,6.483098934
2452,2016-11,5.501180385
2456,2016-11,6.033893069
2461,2016-11,4.723016822
2465,2016-11,5.405415974
2467,2016-11,6.153413856
2471,2016-11,5.781982259
2472,2016-11,4.995209729
2475,2016-11,6.195450506
2477,2016-11,6.121545176
2478,2016-11,6.83599934
2481,2016-11,6.895217943
2484,2016-11,5.153538105
2485,2016-11,6.584074882
2486,2016-11,5.483172026
2488,2016-11,5.405415974
2491,2016-11,4.974842946
2492,2016-11,6.584074882
2498,2016-11,5.836040761
2505,2016-11,3.862594545
2507,2016-11,6.599416886
2518,2016-11,4.974842946
2521,2016-11,6.153413856
2527,2016-11,6.483098934
2531,2016-11,6.014774739
2532,2016-11,6.643293014
2538,2016-11,5.405415974
2543,2016-11,5.292153929
2547,2016-11,4.723016822
2553,2016-11,5.07059257
2561,2016-11,5.722768363
2582,2016-11,5.292153929
2583,2016-11,6.793132399
2584,2016-11,6.501109382
2585,2016-11,5.351362178
2586,2016-11,4.723016822
2591,2016-11,6.703793673
2593,2016-11,5.226703564
2604,2016-11,5.657311097
2606,2016-11,4.909401781
2615,2016-11,6.063309126
2620,2016-11,6.266691431
2623,2016-11,5.292153929
2624,2016-11,5.995049416
2628,2016-11,6.722718659
2631,2016-11,5.657311097
2633,2016-11,5.722768363
2646,2016-11,3.862594545
2651,2016-11,6.153413856
2653,2016-11,5.657311097
2663,2016-11,5.722768363
2682,2016-11,5.292153929
2686,2016-11,6.83599934
2690,2016-11,5.621800638
2695,2016-11,4.8616016
2698,2016-11,5.722768363
2712,2016-11,6.05244065
2719,2016-11,4.974842946
2724,2016-11,6.83599934
2726,2016-11,5.292153929
2735,2016-11,5.266794974
2736,2016-11,5.836040761
2737,2016-11,6.292054527
2742,2016-11,6.83599934
2743,2016-11,4.723016822
2749,2016-11,6.212630577
2751,2016-11,5.722768363
2754,2016-11,5.722768363
2760,2016-11,5.226703564
2762,2016-11,5.753080438
2763,2016-11,5.292153929
2764,2016-11,5.885770109
2774,2016-11,4.995209729
2778,2016-11,4.723016822
2785,2016-11,6.552205383
2796,2016-11,5.722768363
2797,2016-11,4.974842946
2801,2016-11,6.584074882
2805,2016-11,5.781982259
2806,2016-11,6.532268326
2813,2016-11,4.292650699
2819,2016-11,5.292153929
2822,2016-11,6.014774739
2824,2016-11,4.723016822
2827,2016-11,6.405333138
2830,2016-11,5.121675962
2831,2016-11,6.722718659
2832,2016-11,4.544373396
2834,2016-11,6.240248782
2837,2016-11,5.292153929
2838,2016-11,6.405333138
2844,2016-11,5.405415974
2847,2016-11,6.83599934
2855,2016-11,5.97467729
2857,2016-11,6.464550799
2860,2016-11,5.292153929
2862,2016-11,5.07059257
2865,2016-11,5.292153929
2871,2016-11,6.316422771
2876,2016-11,5.405415974
2878,2016-11,5.58413701
2894,2016-11,6.240248782
2896,2016-11,6.153413856
2901,2016-11,4.909401781
2902,2016-11,5.304455557
2911,2016-11,4.723016822
2922,2016-11,6.014774739
2930,2016-11,5.836040761
2932,2016-11,6.758922464
2939,2016-11,5.722768363
2942,2016-11,4.782208137
2948,2016-11,6.722718659
2949,2016-11,5.657311097
2953,2016-11,5.07059257
2954,2016-11,4.974842946
2955,2016-11,6.147169545
2957,2016-11,6.643293014
2962,2016-11,5.292153929
2965,2016-11,6.010879453
2971,2016-11,6.608443483
2973,2016-11,6.479433339
2983,2016-11,5.657311097
2993,2016-11,5.97467729
2995,2016-11,5.629066946
2996,2016-11,5.931812567
2998,2016-11,7.643281717
3001,2016-11,5.292153929
3004,2016-11,5.405415974
3006,2016-11,4.723016822
3015,2016-11,4.723016822
3019,2016-11,5.722768363
3028,2016-11,5.292153929
3032,2016-11,6.137683814
3035,2016-11,6.83599934
3039,2016-11,5.584137011
3050,2016-11,5.861402821
3057,2016-11,6.362466936
3076,2016-11,5.885770109
3077,2016-11,4.544373396
3085,2016-11,4.974842946
3086,2016-11,5.405415974
3091,2016-11,5.58413701
3094,2016-11,5.885770109
3107,2016-11,5.722768363
3111,2016-11,5.931812567
3113,2016-11,6.316422771
3123,2016-11,4.723016822
3127,2016-11,4.40582999
3130,2016-11,4.723016822
3131,2016-11,4.723016822
3132,2016-11,5.836040761
3133,2016-11,4.974842946
3137,2016-11,4.544373396
3138,2016-11,4.292650699
3140,2016-11,5.153538105
3145,2016-11,5.292153929
3148,2016-11,4.723016822
3156,2016-11,4.8616016
3158,2016-11,5.292153929
3168,2016-11,6.405333138
3175,2016-11,5.351362178
3179,2016-11,5.405415974
3180,2016-11,4.8616016
3184,2016-11,5.931812567
3191,2016-11,6.405333138
3192,2016-11,6.014774739
3203,2016-11,6.134489447
3204,2016-11,5.722768363
3206,2016-11,6.518612438
3210,2016-11,5.58413701
3217,2016-11,5.722768363
3218,2016-11,5.105110467
3220,2016-11,3.975670565
3236,2016-11,6.390663998
3237,2016-11,6.121545176
3239,2016-11,5.657311097
3244,2016-11,5.316518349
3247,2016-11,3.862594545
3249,2016-11,6.087953139
3255,2016-11,6.292054527
3264,2016-11,4.974842946
3265,2016-11,6.05244065
3267,2016-11,6.05244065
3271,2016-11,5.931812567
3272,2016-11,5.69740682
3274,2016-11,6.33987127
3280,2016-11,5.753080438
3281,2016-11,4.292650699
3284,2016-11,4.723016822
3286,2016-11,6.501109382
3289,2016-11,4.227255494
3290,2016-11,4.723016822
3294,2016-11,5.292153929
3307,2016-11,6.31642277
3308,2016-11,5.781982259
3311,2016-11,5.328351404
3317,2016-11,5.292153929
3326,2016-11,6.405333138
3331,2016-11,6.153413856
3338,2016-11,4.723016822
3339,2016-11,5.292153929
3350,2016-11,6.153413856
3351,2016-11,5.501180385
3356,2016-11,4.723016822
3358,2016-11,6.629009152
3366,2016-11,6.83599934
3369,2016-11,6.121545176
3377,2016-11,5.97467729
3380,2016-11,6.153413856
3382,2016-11,4.723016822
3387,2016-11,5.722768363
3394,2016-11,5.657311097
3396,2016-11,5.351362178
3405,2016-11,5.292153929
3406,2016-11,6.80412957
3407,2016-11,6.18372741
3410,2016-11,6.070450575
3412,2016-11,6.198347042
3419,2016-11,5.226703564
3431,2016-11,5.722768363
3433,2016-11,5.690901317
3452,2016-11,5.292153929
3454,2016-11,5.722768363
3461,2016-11,6.584074882
3462,2016-11,6.266691431
3465,2016-11,6.104976146
3470,2016-11,5.292153929
3476,2016-11,5.931812567
3477,2016-11,5.405415974
3478,2016-11,4.455523524
3482,2016-11,5.405415974
3488,2016-11,6.982055693
3492,2016-11,5.722768363
3496,2016-11,5.97467729
3508,2016-11,6.070450575
3520,2016-11,6.464550799
3527,2016-11,5.781982259
3538,2016-11,6.584074882
3541,2016-11,5.722768363
3543,2016-11,6.316422771
3547,2016-11,6.722718659
3552,2016-11,5.885770109
3566,2016-11,5.885770109
3572,2016-11,6.014774739
3585,2016-11,5.861402821
3590,2016-11,5.629066946
3591,2016-11,5.292153929
3594,2016-11,4.974842946
3612,2016-11,6.014774739
3615,2016-11,4.292650699
3616,2016-11,5.153538105
3621,2016-11,5.722768363
3624,2016-11,4.974842946
3626,2016-11,5.836040761
3627,2016-11,4.723016822
3631,2016-11,5.909217723
3641,2016-11,4.723016822
3643,2016-11,5.722768363
3654,2016-11,5.722768363
3656,2016-11,5.931812567
3665,2016-11,4.292650699
3668,2016-11,3.862594545
3671,2016-11,5.292153929
3673,2016-11,6.240248782
3683,2016-11,5.657311097
3688,2016-11,3.862594545
3691,2016-11,6.946686099
3700,2016-11,6.292054527
3701,2016-11,6.33987127
3702,2016-11,5.836040761
3705,2016-11,5.836040761
3706,2016-11,5.722768363
3712,2016-11,5.584137011
3714,2016-11,5.501180385
3717,2016-11,4.292650699
3718,2016-11,6.240248782
3719,2016-11,5.121675962
3721,2016-11,4.544373396
3724,2016-11,5.722768363
3725,2016-11,3.862594545
3728,2016-11,5.153538105
3730,2016-11,4.723016822
3742,2016-11,5.292153929
3743,2016-11,5.722768363
3752,2016-11,5.45514134
3758,2016-11,4.544373396
3760,2016-11,4.753317069
3761,2016-11,6.153413856
3763,2016-11,5.861402821
3769,2016-11,6.405333138
3774,2016-11,3.862594545
3775,2016-11,4.723016822
3776,2016-11,5.781982259
3777,2016-11,5.722768363
3778,2016-11,6.153413856
3780,2016-11,5.153538105
3782,2016-11,6.014774739
3783,2016-11,5.97467729
3787,2016-11,5.292153929
3792,2016-11,4.292650699
3800,2016-11,5.405415974
3803,2016-11,5.501180385
3808,2016-11,6.183727411
3811,2016-11,4.292650699
3812,2016-11,4.8616016
3813,2016-11,4.974842946
3820,2016-11,6.325908622
3823,2016-11,5.931812567
3828,2016-11,5.07059257
3829,2016-11,4.351813812
3839,2016-11,5.405415974
3840,2016-11,4.974842946
3850,2016-11,5.722768363
3851,2016-11,6.153413856
3854,2016-11,6.405333138
3855,2016-11,4.544373396
3856,2016-11,5.722768363
3859,2016-11,6.405333138
3861,2016-11,6.153413856
3865,2016-11,5.836040761
3870,2016-11,5.97467729
3874,2016-11,6.33987127
3875,2016-11,4.657587153
3876,2016-11,5.722768363
3882,2016-11,6.153413856
3897,2016-11,3.862594545
3900,2016-11,4.974842946
3902,2016-11,6.582519638
3906,2016-11,5.722768363
3908,2016-11,5.931812567
3909,2016-11,5.58413701
3910,2016-11,3.862594545
3911,2016-11,6.292054527
3919,2016-11,4.723016822
3920,2016-11,5.966337658
3924,2016-11,6.445431881
3926,2016-11,6.266691431
3939,2016-11,6.856372469
3945,2016-11,4.544373396
3952,2016-11,5.781982259
3953,2016-11,6.735022479
3957,2016-11,5.405415974
3961,2016-11,4.292650699
3967,2016-11,6.974644153
3969,2016-11,5.292153929
3971,2016-11,6.153413856
3973,2016-11,5.657311097
3974,2016-11,5.153538105
3979,2016-11,4.723016822
3983,2016-11,5.657311097
3986,2016-11,5.722768363
3987,2016-11,4.974842946
3988,2016-11,6.793132399
3991,2016-11,5.292153929
3996,2016-11,6.087953139
4002,2016-11,5.226703564
4014,2016-11,5.121675962
4015,2016-11,4.723016822
4016,2016-11,5.931812567
4025,2016-11,4.723016822
4035,2016-11,5.781982259
4043,2016-11,3.862594545
4046,2016-11,5.836040761
4048,2016-11,4.292650699
4059,2016-11,6.014774739
4073,2016-11,5.657311097
4076,2016-11,3.862594545
4077,2016-11,6.629009151
4081,2016-11,5.722768363
4085,2016-11,4.544373396
4089,2016-11,5.836040761
4095,2016-11,4.723016822
4099,2016-11,5.415684509
4107,2016-11,6.183727411
4112,2016-11,3.975670565
4123,2016-11,5.153538105
4127,2016-11,4.974842946
4129,2016-11,5.9536145
4131,2016-11,4.723016822
4133,2016-11,5.292153929
4140,2016-11,5.153538105
4142,2016-11,5.584137011
4156,2016-11,5.584137011
4163,2016-11,5.405415974
4164,2016-11,5.153538105
4168,2016-11,5.501180385
4169,2016-11,5.781982259
4170,2016-11,5.722768363
4179,2016-11,5.501180385
4181,2016-11,4.909401781
4186,2016-11,5.292153929
4189,2016-11,5.198462624
4193,2016-11,5.690901317
4194,2016-11,7.183703741
4196,2016-11,5.153538105
4200,2016-11,5.226703564
4204,2016-11,5.781982259
4207,2016-11,4.723016822
4209,2016-11,4.723016822
4224,2016-11,5.153538105
4225,2016-11,5.781982259
4226,2016-11,6.014774739
4232,2016-11,5.722768363
4233,2016-11,5.735071209
4240,2016-11,5.501180385
4247,2016-11,5.722768363
4249,2016-11,3.862594545
4263,2016-11,4.292650699
4265,2016-11,5.722768363
4267,2016-11,5.97467729
4271,2016-11,6.518612438
4272,2016-11,4.974842946
4275,2016-11,5.292153929
4288,2016-11,6.153413856
4289,2016-11,6.153413856
4294,2016-11,6.212630577
4304,2016-11,6.153413856
4309,2016-11,6.328257629
4326,2016-11,6.405333138
4332,2016-11,5.501180385
4337,2016-11,5.153538105
4340,2016-11,6.405333138
4343,2016-11,4.974842946
4347,2016-11,4.544373396
4352,2016-11,5.292153929
4353,2016-11,6.856372469
4370,2016-11,4.292650699
4373,2016-11,4.974842946
4374,2016-11,5.501180385
4377,2016-11,5.153538105
4380,2016-11,6.999013034
4395,2016-11,5.931812567
4396,2016-11,5.885770109
4407,2016-11,5.58413701
4408,2016-11,4.753317069
4410,2016-11,5.722768363
4413,2016-11,5.722768363
4414,2016-11,3.862594545
4423,2016-11,4.292650699
4427,2016-11,5.58413701
4429,2016-11,5.584137011
4439,2016-11,4.974842946
4447,2016-11,6.445431881
4456,2016-11,5.351362178
4459,2016-11,5.560391861
4473,2016-11,6.153413856
4478,2016-11,5.54404215
4479,2016-11,5.153538105
4496,2016-11,5.58413701
4500,2016-11,5.405415974
4502,2016-11,6.087953139
4507,2016-11,5.501180385
4508,2016-11,5.07059257
4513,2016-11,5.970521466
4514,2016-11,4.723016822
4524,2016-11,4.292650699
4530,2016-11,6.552205383
4531,2016-11,5.657311097
4546,2016-11,4.723016822
4548,2016-11,5.885770109
4552,2016-11,5.69740682
4554,2016-11,5.501180385
4555,2016-11,6.445431881
4558,2016-11,6.753033101
4559,2016-11,6.292054527
4566,2016-11,6.584074882
4575,2016-11,6.104976146
4580,2016-11,6.153413856
4583,2016-11,6.895217943
4593,2016-11,5.292153929
4595,2016-11,5.931812567
4596,2016-11,4.723016822
4598,2016-11,5.931812567
4603,2016-11,3.862594545
4604,2016-11,5.97467729
4605,2016-11,5.670965859
4609,2016-11,5.153538105
4611,2016-11,5.014930043
4612,2016-11,5.657311097
4619,2016-11,4.292650699
4622,2016-11,3.862594545
4624,2016-11,6.05244065
4625,2016-11,5.722768363
4632,2016-11,4.974842946
4635,2016-11,4.292650699
4636,2016-11,5.292153929
4637,2016-11,4.974842946
4638,2016-11,4.723016822
4641,2016-11,4.974842946
4647,2016-11,4.292650699
4648,2016-11,5.722768363
4649,2016-11,4.544373396
4653,2016-11,5.07059257
4663,2016-11,4.995209729
4667,2016-11,5.885770109
4669,2016-11,6.014774739
4672,2016-11,5.722768363
4677,2016-11,6.014774739
